Wav_path,Txt_path,Prompts
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session2/wav_headMic/0078.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session2/prompts/0078.txt,written
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session2/wav_headMic/0109.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session2/prompts/0109.txt,hark
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session2/wav_headMic/0101.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session2/prompts/0101.txt,Alimony harms a divorced man's wealth
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session2/wav_headMic/0104.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session2/prompts/0104.txt,sitting
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session2/wav_headMic/0128.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session2/prompts/0128.txt,six
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0144.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0144.txt,bill
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0185.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0185.txt,goose
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0134.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0134.txt,The prospect of cutting back spending is an unpleasant one for any governor
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0052.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0052.txt,He took me out one day
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0214.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0214.txt,Help celebrate your brother's success
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0084.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0084.txt,There was only one decision to be made
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0066.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0066.txt,eat
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0044.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0044.txt,He asked you for a loan
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0164.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0164.txt,sing
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0095.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0095.txt,heart
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0013.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0013.txt,geese
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0173.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0173.txt,red
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0152.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0152.txt,lock
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0117.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0117.txt,He is definitely a notch above us
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0133.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0133.txt,The prospects of cupping
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0032.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0032.txt,The fish swam across the pond
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0167.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0167.txt,sin
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0003.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0003.txt,sitter
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0179.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0179.txt,dice
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0089.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0089.txt,dead
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0130.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0130.txt,The results were very disappointing
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0020.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0020.txt,pit
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0123.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0123.txt,Nobody really expects to evacuate
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0009.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0009.txt,Travel is about the only leisure we have
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0195.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0195.txt,foe
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0045.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0045.txt,fed
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0140.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0140.txt,whisky
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0063.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0063.txt,Some hotels are available nearby
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0129.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0129.txt,sink
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0087.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0087.txt,neat
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0169.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0169.txt,tango
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0111.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0111.txt,shred
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0172.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0172.txt,The wait for work can be very long
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0024.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0024.txt,chip
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0038.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0038.txt,Some hotels are available nearby
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0184.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0184.txt,We bought a brown chair
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0088.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0088.txt,lee
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0203.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0203.txt,sheet
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0012.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0012.txt,write
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0106.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0106.txt,zulu
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0113.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0113.txt,goat
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0124.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0124.txt,bitten
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0189.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0189.txt,spit
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0182.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0182.txt,He played basketball there while working toward a law degree
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0061.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0061.txt,fork
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0127.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0127.txt,We selected places where families will be welcome
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0031.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0031.txt,hold
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0058.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0058.txt,Each one volunteered to jump first
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0162.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0162.txt,"Night after night, they received annoying phone calls"
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0039.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0039.txt,spit
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0136.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0136.txt,Young people participate in athletic activities
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0048.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0048.txt,In fact our whole defensive unit did a good job
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0156.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0156.txt,lend
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0068.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0068.txt,and
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0054.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0054.txt,shoot
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0112.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0112.txt,cash
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0055.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0055.txt,The results were very disappointing
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0085.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0085.txt,glitter
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0190.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0190.txt,She wore a she
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0001.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0001.txt,Trespassers can be prosecuted and fined
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0097.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0097.txt,There was only one decision to be made
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0007.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0007.txt,People who value themselves are life's winners
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0146.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0146.txt,yes
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0168.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0168.txt,see
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0081.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0081.txt,chop
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0107.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0107.txt,A good attitude is unbeatable
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0145.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0145.txt,left
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0188.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0188.txt,He wrapped the package hastily
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0099.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0099.txt,The hotel owner shrugged
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0161.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0161.txt,sip
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0049.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0049.txt,geese
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0059.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0059.txt,tread
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0174.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0174.txt,You want him to do well
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0071.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0071.txt,tort
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0120.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0120.txt,sort
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0057.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0057.txt,said
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0064.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0064.txt,rid
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0067.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0067.txt,Each one volunteered to jump first
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0041.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0041.txt,Most young rise early every morning
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0192.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0192.txt,"She wore warm, fleecy, woolen overalls"
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0075.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0075.txt,glitter
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0070.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0070.txt,kilo
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0092.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0092.txt,zip
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0076.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0076.txt,hat
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0151.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0151.txt,ray
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0207.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0207.txt,ride
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0166.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0166.txt,fed
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0050.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0050.txt,Get a calico cat to keep
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0110.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0110.txt,nice
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0022.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0022.txt,She doesn't like it to have
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0148.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0148.txt,shoot
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0094.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0094.txt,heart
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0046.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0046.txt,nice
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0021.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0021.txt,sight
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0199.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0199.txt,Help Greg to pick a peck of potatoes
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0016.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0016.txt,sierra
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0030.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0030.txt,I'm willing to experiment for the first time
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0100.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0100.txt,sew
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0026.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0026.txt,meat
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0086.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0086.txt,sip
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0176.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0176.txt,select
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0165.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0165.txt,dart
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0004.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0004.txt,rock
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0163.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0163.txt,knot
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0082.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0082.txt,Those musicians harmonize marvelously
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0160.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0160.txt,yankee
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0138.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0138.txt,slicker
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0209.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0209.txt,He further proposed grants of an unspecified sum for experimental hospitals
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0118.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0118.txt,He is definitely a notch above us
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0132.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0132.txt,meats
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/wav_headMic/0212.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session3/prompts/0212.txt,It's about
